sehir,semt,ev_tipi,oda_sayisi,net_metrekare,brut_metrekare,bina_yasi,bulundugu_kat,kat_sayisi,banyo_sayisi,balkon,isitma_tipi,otopark,site_ici,esyali_durum,fiyat_tl
Ankara,Çatalca,Tripleks,5+1,341,404,6-10,11,11,1,Var,Soba,Kapalı Otopark,Hayır,Eşyalı,3858305
İzmir,Bahçelievler,Rezidans,3+1,209,268,21-25,7,12,3,Yok,Yerden Isıtma,Açık Otopark,Evet,Yarı Eşyalı,2030318
İzmir,Üsküdar,Daire,1+0,80,99,0-5,1,1,1,Yok,Kombi,Açık Otopark,Hayır,Yarı Eşyalı,501370
Ankara,Ataşehir,Dubleks,5+1,300,350,11-15,14,19,1,Yok,Klima,Var,Evet,Yarı Eşyalı,3028502
Bursa,Büyükçekmece,Müstakil Ev,5+2,166,191,26-30,Bahçe Katı,1,4,Yok,Yerden Isıtma,Açık Otopark,Hayır,Eşyasız,1129110
Bursa,Eminönü,Villa,1+0,376,422,0-5,Bahçe Katı,3,4,Var,Yerden Isıtma,Kapalı Otopark,Evet,Eşyalı,6307365
Bursa,Beyoğlu,Villa,5+1,318,409,16-20,Bahçe Katı,2,4,Yok,Klima,Açık Otopark,Evet,Eşyasız,4679193
İzmir,Bahçelievler,Müstakil Ev,5+2,202,224,26-30,Bahçe Katı,1,1,Yok,Yerden Isıtma,Açık Otopark,Evet,Eşyasız,1096620
Ankara,Büyükçekmece,Rezidans,2+1,210,232,30+,7,3,5,Var,Klima,Kapalı Otopark,Hayır,Eşyasız,1719533
Kayseri,Fatih,Rezidans,4+1,201,227,30+,15,3,4,Var,Kombi,Kapalı Otopark,Evet,Eşyasız,529963
Samsun,Kartal,Rezidans,1+0,135,152,30+,4,13,5,Yok,Yerden Isıtma,Yok,Hayır,Eşyasız,432925
Şanlıurfa,Bahçelievler,Dubleks,3+1,231,287,16-20,9,3,1,Yok,Kombi,Yok,Hayır,Eşyasız,957192
Diyarbakır,Bakırköy,Rezidans,1+1,126,155,0-5,5,20,5,Var,Yerden Isıtma,Açık Otopark,Evet,Eşyalı,849944
Denizli,Zeytinburnu,Müstakil Ev,4+2,298,345,6-10,Bahçe Katı,3,1,Yok,Doğalgaz,Kapalı Otopark,Hayır,Eşyasız,1121845
Eskişehir,Bahçelievler,Villa,4+2,274,340,0-5,Bahçe Katı,1,3,Var,Klima,Kapalı Otopark,Evet,Eşyasız,3002627
Samsun,Çatalca,Rezidans,1+0,156,197,21-25,2,3,2,Yok,Kombi,Açık Otopark,Evet,Yarı Eşyalı,674444
Konya,Büyükçekmece,Villa,5+1,497,621,16-20,Bahçe Katı,2,4,Yok,Yerden Isıtma,Var,Hayır,Eşyasız,2498736
Diyarbakır,Çankaya,Dubleks,1+1,196,242,21-25,7,20,5,Var,Merkezi,Kapalı Otopark,Evet,Eşyasız,399555
Kayseri,Kartal,Villa,1+1,308,399,16-20,Bahçe Katı,3,5,Var,Klima,Kapalı Otopark,Hayır,Eşyalı,1058146
Samsun,Beylikdüzü,Tripleks,4+1,169,198,16-20,2,5,5,Var,Soba,Kapalı Otopark,Evet,Yarı Eşyalı,1055793
Diyarbakır,Avcılar,Müstakil Ev,4+2,141,168,26-30,Bahçe Katı,2,3,Var,Kombi,Yok,Hayır,Eşyasız,688424
Adana,Beylikdüzü,Dubleks,1+0,261,297,30+,11,5,2,Var,Soba,Yok,Evet,Eşyasız,1643462
Konya,Eminönü,Tripleks,5+2,176,206,6-10,6,20,4,Yok,Klima,Yok,Hayır,Yarı Eşyalı,1309324
Konya,Maltepe,Dubleks,4+1,323,378,0-5,8,5,5,Var,Doğalgaz,Var,Evet,Yarı Eşyalı,3597566
İstanbul,Eminönü,Tripleks,1+0,288,344,16-20,12,10,3,Var,Yerden Isıtma,Kapalı Otopark,Evet,Yarı Eşyalı,3000008
Ankara,Merkez,Tripleks,4+2,274,333,30+,5,9,4,Yok,Doğalgaz,Yok,Hayır,Yarı Eşyalı,2254921
Gaziantep,Bahçelievler,Villa,4+2,351,413,11-15,Bahçe Katı,1,2,Var,Merkezi,Açık Otopark,Hayır,Eşyasız,3014900
Antalya,Beyoğlu,Dubleks,2+1,189,237,26-30,7,6,5,Var,Soba,Var,Hayır,Eşyalı,1385958
Antalya,Beylikdüzü,Rezidans,5+2,142,164,11-15,1,11,2,Var,Soba,Kapalı Otopark,Evet,Eşyasız,2667869
Konya,Üsküdar,Dubleks,1+0,309,369,26-30,10,14,2,Var,Merkezi,Kapalı Otopark,Hayır,Eşyasız,931471
Gaziantep,Merkez,Tripleks,5+1,298,334,21-25,2,15,3,Yok,Yerden Isıtma,Yok,Hayır,Eşyasız,1165592
Eskişehir,Eminönü,Tripleks,5+1,284,337,11-15,9,20,3,Yok,Klima,Var,Evet,Eşyalı,2724459
Bursa,Maltepe,Müstakil Ev,4+2,136,174,6-10,Bahçe Katı,3,3,Var,Merkezi,Açık Otopark,Hayır,Eşyasız,1250785
Konya,Büyükçekmece,Villa,1+1,272,311,11-15,Bahçe Katı,3,4,Yok,Merkezi,Açık Otopark,Evet,Yarı Eşyalı,1155468
Kayseri,Eminönü,Dubleks,5+1,245,293,30+,11,18,2,Var,Yerden Isıtma,Yok,Evet,Yarı Eşyalı,1097218
Adana,Avcılar,Daire,5+1,216,252,0-5,8,8,4,Yok,Soba,Kapalı Otopark,Hayır,Eşyalı,1122689
Kayseri,Kartal,Müstakil Ev,4+1,167,193,6-10,Bahçe Katı,3,4,Var,Kombi,Yok,Evet,Eşyalı,1667377
Samsun,Bakırköy,Müstakil Ev,3+1,171,200,30+,Bahçe Katı,1,3,Yok,Merkezi,Var,Hayır,Eşyalı,661780
Ankara,Küçükçekmece,Dubleks,1+0,284,340,16-20,13,11,4,Var,Yerden Isıtma,Açık Otopark,Evet,Eşyasız,3666162
İstanbul,Avcılar,Dubleks,5+2,206,250,30+,9,8,4,Yok,Klima,Var,Hayır,Yarı Eşyalı,2752559
Samsun,Ataşehir,Müstakil Ev,1+0,134,165,11-15,Bahçe Katı,2,3,Var,Klima,Yok,Hayır,Eşyalı,1255267
Diyarbakır,Arnavutköy,Daire,1+1,46,59,21-25,4,6,2,Yok,Merkezi,Yok,Hayır,Yarı Eşyalı,84105
Antalya,Merkez,Müstakil Ev,4+1,291,324,11-15,Bahçe Katı,2,4,Var,Doğalgaz,Açık Otopark,Hayır,Eşyasız,3289851
Samsun,Arnavutköy,Dubleks,2+1,221,278,11-15,9,3,5,Yok,Yerden Isıtma,Var,Hayır,Eşyalı,1299276
Samsun,Beyoğlu,Rezidans,1+0,173,197,16-20,6,20,4,Var,Klima,Yok,Hayır,Eşyalı,1050916
İstanbul,Bağcılar,Daire,3+1,154,170,21-25,7,15,2,Var,Kombi,Var,Hayır,Eşyasız,2307808
Samsun,Merkez,Villa,5+2,466,599,6-10,Bahçe Katı,2,5,Var,Doğalgaz,Kapalı Otopark,Evet,Eşyasız,2221172
Konya,Kartal,Daire,4+2,184,209,0-5,14,17,3,Var,Doğalgaz,Açık Otopark,Hayır,Yarı Eşyalı,1305615
Denizli,Bakırköy,Tripleks,1+1,258,306,6-10,9,13,4,Yok,Yerden Isıtma,Açık Otopark,Evet,Eşyasız,1518536
Şanlıurfa,Bağcılar,Tripleks,5+1,264,331,26-30,15,11,3,Var,Doğalgaz,Kapalı Otopark,Hayır,Eşyasız,916672
İstanbul,Pendik,Daire,2+1,91,112,30+,12,18,5,Var,Doğalgaz,Kapalı Otopark,Hayır,Yarı Eşyalı,819060
Konya,Eminönü,Müstakil Ev,5+1,240,294,0-5,Bahçe Katı,3,1,Var,Merkezi,Var,Evet,Eşyasız,1032965
Konya,Arnavutköy,Müstakil Ev,3+1,149,176,0-5,Bahçe Katı,3,1,Yok,Yerden Isıtma,Var,Evet,Eşyasız,1358266
Gaziantep,Beşiktaş,Villa,4+1,208,258,16-20,Bahçe Katı,3,3,Var,Doğalgaz,Var,Hayır,Eşyasız,1298061
Eskişehir,Beylikdüzü,Tripleks,2+1,183,224,0-5,7,19,5,Var,Yerden Isıtma,Açık Otopark,Hayır,Yarı Eşyalı,1850129
Adana,Bakırköy,Rezidans,5+1,246,311,0-5,15,8,4,Var,Soba,Yok,Hayır,Eşyasız,1842868
Bursa,Bağcılar,Müstakil Ev,1+1,244,270,26-30,Bahçe Katı,1,2,Yok,Doğalgaz,Kapalı Otopark,Evet,Eşyasız,1321927
Samsun,Küçükçekmece,Rezidans,4+2,182,225,26-30,10,2,1,Var,Merkezi,Kapalı Otopark,Evet,Yarı Eşyalı,1044175
İstanbul,Maltepe,Rezidans,4+2,206,252,30+,6,4,3,Var,Yerden Isıtma,Açık Otopark,Evet,Yarı Eşyalı,2385464
Mersin,Zeytinburnu,Villa,1+1,454,574,21-25,Bahçe Katı,3,1,Yok,Klima,Var,Evet,Eşyalı,2651723
Bursa,Bahçelievler,Tripleks,1+1,323,366,0-5,6,2,1,Yok,Merkezi,Kapalı Otopark,Hayır,Eşyasız,2706813
Konya,Kartal,Daire,2+1,92,105,0-5,3,15,4,Yok,Klima,Yok,Evet,Yarı Eşyalı,452200
Diyarbakır,Büyükçekmece,Tripleks,4+1,275,317,0-5,9,2,5,Yok,Doğalgaz,Açık Otopark,Evet,Yarı Eşyalı,1248242
Samsun,Fatih,Daire,4+2,142,181,6-10,7,3,3,Yok,Klima,Var,Hayır,Eşyasız,370381
Samsun,Kadıköy,Müstakil Ev,2+1,230,265,11-15,Bahçe Katı,3,5,Var,Soba,Açık Otopark,Hayır,Yarı Eşyalı,1954400
Eskişehir,Silivri,Tripleks,1+1,206,264,30+,8,18,1,Yok,Soba,Açık Otopark,Hayır,Eşyalı,377407
Mersin,Beyoğlu,Dubleks,3+1,302,355,11-15,12,6,3,Var,Klima,Açık Otopark,Evet,Yarı Eşyalı,2865433
Eskişehir,Kadıköy,Müstakil Ev,4+2,186,236,11-15,Bahçe Katı,1,2,Yok,Yerden Isıtma,Var,Evet,Eşyasız,898681
Adana,Ataşehir,Dubleks,1+1,292,332,30+,7,5,1,Var,Soba,Kapalı Otopark,Evet,Yarı Eşyalı,966507
İstanbul,Avcılar,Rezidans,5+1,149,191,30+,11,12,2,Yok,Merkezi,Var,Hayır,Eşyasız,2412078
İstanbul,Eminönü,Müstakil Ev,2+1,298,328,6-10,Bahçe Katı,2,1,Var,Klima,Yok,Evet,Eşyasız,4224291
Eskişehir,Küçükçekmece,Villa,5+2,471,606,26-30,Bahçe Katı,1,2,Yok,Klima,Yok,Hayır,Eşyalı,1978538
İzmir,Zeytinburnu,Dubleks,4+2,262,303,21-25,6,17,5,Var,Soba,Kapalı Otopark,Hayır,Yarı Eşyalı,3875775
Konya,Pendik,Tripleks,2+1,297,343,21-25,10,7,1,Var,Klima,Açık Otopark,Hayır,Yarı Eşyalı,1694284
Denizli,Arnavutköy,Dubleks,4+2,279,321,30+,10,1,3,Var,Klima,Açık Otopark,Hayır,Yarı Eşyalı,885576
İstanbul,Beyoğlu,Daire,4+2,147,188,26-30,13,7,1,Yok,Klima,Var,Hayır,Eşyalı,1537694
Mersin,Silivri,Tripleks,3+1,198,225,26-30,6,4,5,Var,Doğalgaz,Açık Otopark,Hayır,Eşyasız,937712
Antalya,Bakırköy,Villa,1+0,261,332,6-10,Bahçe Katı,3,5,Yok,Kombi,Var,Evet,Eşyasız,4988919
Şanlıurfa,Kartal,Tripleks,5+2,289,370,11-15,8,8,3,Var,Merkezi,Var,Evet,Yarı Eşyalı,1103950
Mersin,Bakırköy,Villa,3+1,394,461,11-15,Bahçe Katı,2,1,Var,Klima,Yok,Evet,Eşyasız,5112211
Eskişehir,Küçükçekmece,Villa,2+1,372,416,30+,Bahçe Katı,3,2,Yok,Yerden Isıtma,Var,Evet,Eşyasız,1032409
Ankara,Çankaya,Tripleks,4+1,158,176,30+,8,20,5,Yok,Yerden Isıtma,Var,Hayır,Eşyalı,1296032
Ankara,Çankaya,Tripleks,5+2,314,367,30+,7,17,4,Yok,Merkezi,Var,Evet,Eşyasız,2410281
Mersin,Silivri,Villa,1+1,348,385,6-10,Bahçe Katı,2,2,Var,Soba,Açık Otopark,Evet,Eşyasız,4646222
Antalya,Küçükçekmece,Daire,2+1,71,91,11-15,14,13,2,Yok,Doğalgaz,Açık Otopark,Evet,Yarı Eşyalı,654031
Bursa,Fatih,Müstakil Ev,5+1,287,341,21-25,Bahçe Katı,3,5,Var,Doğalgaz,Yok,Evet,Eşyasız,1541538
Adana,Şişli,Villa,3+1,288,324,16-20,Bahçe Katı,3,2,Yok,Merkezi,Var,Evet,Eşyasız,2769296
Antalya,Beylikdüzü,Rezidans,4+1,205,257,11-15,5,8,1,Yok,Merkezi,Kapalı Otopark,Hayır,Eşyasız,2580132
Denizli,Büyükçekmece,Tripleks,2+1,338,438,30+,7,7,4,Yok,Soba,Yok,Hayır,Eşyasız,914383
Adana,Büyükçekmece,Daire,4+1,193,247,21-25,4,18,4,Yok,Doğalgaz,Var,Hayır,Yarı Eşyalı,742887
Kayseri,Çankaya,Rezidans,3+1,109,129,6-10,2,3,2,Yok,Soba,Var,Hayır,Eşyalı,362351
Samsun,Bağcılar,Rezidans,4+2,228,269,0-5,2,2,1,Yok,Klima,Var,Evet,Yarı Eşyalı,2028231
Şanlıurfa,Beyoğlu,Müstakil Ev,2+1,121,153,16-20,Bahçe Katı,1,2,Yok,Doğalgaz,Yok,Evet,Eşyasız,537890
Gaziantep,Bahçelievler,Villa,3+1,259,304,11-15,Bahçe Katı,1,5,Var,Kombi,Var,Evet,Eşyalı,2079785
Ankara,Küçükçekmece,Tripleks,4+1,231,275,26-30,5,2,3,Var,Soba,Kapalı Otopark,Evet,Yarı Eşyalı,1123091
İstanbul,Merkez,Müstakil Ev,4+2,232,292,6-10,Bahçe Katı,3,3,Var,Klima,Yok,Hayır,Yarı Eşyalı,4803174
Gaziantep,Kartal,Müstakil Ev,2+1,187,209,26-30,Bahçe Katı,1,2,Var,Soba,Açık Otopark,Hayır,Eşyalı,387526
Diyarbakır,Bakırköy,Daire,2+1,88,107,6-10,6,15,4,Yok,Merkezi,Var,Hayır,Yarı Eşyalı,198276
Konya,Ataşehir,Villa,2+1,265,329,30+,Bahçe Katı,3,5,Yok,Yerden Isıtma,Kapalı Otopark,Evet,Eşyasız,1626222
Konya,Eminönü,Tripleks,1+1,252,318,21-25,14,8,1,Yok,Doğalgaz,Kapalı Otopark,Evet,Eşyalı,642800
Bursa,Kadıköy,Villa,4+1,456,530,11-15,Bahçe Katı,2,4,Yok,Kombi,Var,Evet,Eşyasız,3298618
Şanlıurfa,Çatalca,Müstakil Ev,1+1,266,340,0-5,Bahçe Katı,3,4,Yok,Soba,Kapalı Otopark,Hayır,Eşyasız,1449695
Konya,Arnavutköy,Daire,3+1,116,127,0-5,11,3,4,Yok,Doğalgaz,Açık Otopark,Evet,Eşyasız,417700
İstanbul,Kadıköy,Daire,2+1,98,111,6-10,14,3,5,Var,Klima,Yok,Evet,Eşyalı,2933799
Gaziantep,Bağcılar,Dubleks,4+1,153,169,21-25,2,11,3,Var,Klima,Var,Hayır,Yarı Eşyalı,892063
Bursa,Beşiktaş,Daire,4+2,195,225,11-15,13,6,3,Var,Doğalgaz,Kapalı Otopark,Hayır,Eşyasız,1888995
Gaziantep,Üsküdar,Müstakil Ev,2+1,152,174,30+,Bahçe Katı,1,4,Yok,Kombi,Var,Evet,Eşyasız,861079
İstanbul,Kartal,Tripleks,5+1,175,214,11-15,10,5,2,Yok,Yerden Isıtma,Açık Otopark,Hayır,Eşyasız,2454808
Konya,Pendik,Dubleks,4+1,233,265,6-10,2,14,3,Yok,Doğalgaz,Açık Otopark,Evet,Eşyasız,1612069
Ankara,Çatalca,Villa,5+2,253,325,26-30,Bahçe Katı,3,3,Yok,Yerden Isıtma,Yok,Evet,Yarı Eşyalı,1195766
Kayseri,Silivri,Daire,5+2,248,294,30+,11,11,4,Yok,Doğalgaz,Var,Evet,Eşyalı,553102
Adana,Büyükçekmece,Müstakil Ev,4+1,245,284,16-20,Bahçe Katı,1,2,Yok,Yerden Isıtma,Yok,Hayır,Yarı Eşyalı,2169227
Konya,Kartal,Dubleks,5+2,158,176,16-20,9,12,2,Yok,Kombi,Var,Hayır,Eşyasız,473511
Samsun,Avcılar,Villa,5+2,209,233,26-30,Bahçe Katı,1,5,Yok,Soba,Açık Otopark,Hayır,Eşyasız,1187036
Adana,Şişli,Tripleks,1+0,233,290,26-30,6,2,5,Yok,Klima,Yok,Evet,Yarı Eşyalı,930783
Gaziantep,Bahçelievler,Tripleks,1+0,251,323,26-30,15,20,5,Var,Merkezi,Var,Hayır,Yarı Eşyalı,593258
Denizli,Maltepe,Daire,4+2,151,188,21-25,11,20,1,Var,Klima,Yok,Evet,Eşyalı,368477
Ankara,Zeytinburnu,Tripleks,5+1,304,342,21-25,3,6,2,Var,Doğalgaz,Yok,Hayır,Eşyasız,2268444
İstanbul,Çatalca,Rezidans,3+1,212,269,30+,15,14,1,Yok,Kombi,Açık Otopark,Evet,Eşyasız,1406852
İzmir,Fatih,Rezidans,5+2,128,144,11-15,11,16,2,Yok,Merkezi,Yok,Evet,Yarı Eşyalı,2258132
İstanbul,Küçükçekmece,Müstakil Ev,2+1,128,152,6-10,Bahçe Katı,2,3,Var,Merkezi,Açık Otopark,Evet,Yarı Eşyalı,3942961
Adana,Çankaya,Rezidans,5+1,225,253,30+,13,11,2,Var,Soba,Kapalı Otopark,Hayır,Yarı Eşyalı,1125370
Konya,Fatih,Tripleks,3+1,251,290,30+,3,16,2,Yok,Soba,Kapalı Otopark,Hayır,Eşyalı,620625
Ankara,Bakırköy,Rezidans,1+1,112,136,0-5,4,11,1,Var,Yerden Isıtma,Var,Evet,Yarı Eşyalı,908271
Konya,Ataşehir,Villa,5+1,222,252,11-15,Bahçe Katı,2,5,Yok,Soba,Kapalı Otopark,Evet,Eşyalı,1211897
İzmir,Şişli,Villa,2+1,217,262,30+,Bahçe Katı,1,5,Yok,Yerden Isıtma,Açık Otopark,Evet,Yarı Eşyalı,2175236
Denizli,Kadıköy,Villa,5+2,206,267,11-15,Bahçe Katı,3,4,Var,Klima,Yok,Evet,Eşyalı,1915218
Denizli,Arnavutköy,Tripleks,2+1,185,217,0-5,9,1,5,Var,Klima,Var,Hayır,Eşyalı,1257127
Konya,Beylikdüzü,Müstakil Ev,4+1,273,330,30+,Bahçe Katı,1,5,Var,Kombi,Açık Otopark,Hayır,Yarı Eşyalı,929235
Antalya,Beylikdüzü,Daire,1+1,59,74,16-20,1,9,5,Yok,Klima,Yok,Hayır,Eşyasız,469561
Denizli,Fatih,Daire,1+0,65,83,11-15,6,17,5,Var,Kombi,Kapalı Otopark,Evet,Yarı Eşyalı,184350
Eskişehir,Beylikdüzü,Villa,3+1,464,602,0-5,Bahçe Katı,1,5,Yok,Klima,Açık Otopark,Evet,Eşyasız,4885015
Antalya,Zeytinburnu,Daire,5+1,234,293,0-5,6,8,2,Var,Klima,Var,Hayır,Eşyasız,3565029
İstanbul,Büyükçekmece,Rezidans,4+2,134,167,6-10,2,4,5,Var,Yerden Isıtma,Açık Otopark,Evet,Eşyalı,4596171
Adana,Arnavutköy,Villa,1+0,325,389,26-30,Bahçe Katı,1,2,Yok,Yerden Isıtma,Var,Evet,Eşyasız,1880167
Konya,Merkez,Villa,5+2,492,603,6-10,Bahçe Katı,1,4,Var,Soba,Yok,Evet,Eşyalı,3389505
Mersin,Üsküdar,Daire,5+2,198,249,16-20,3,9,4,Yok,Kombi,Kapalı Otopark,Hayır,Yarı Eşyalı,769852
İzmir,Bağcılar,Müstakil Ev,1+0,228,293,30+,Bahçe Katı,1,5,Var,Merkezi,Yok,Hayır,Eşyasız,1884255
İstanbul,Zeytinburnu,Villa,1+0,376,449,30+,Bahçe Katı,3,5,Var,Kombi,Kapalı Otopark,Hayır,Eşyalı,8222656
Kayseri,Küçükçekmece,Dubleks,4+1,221,257,11-15,12,15,5,Var,Yerden Isıtma,Açık Otopark,Hayır,Eşyasız,1467761
Adana,Maltepe,Daire,5+1,190,246,11-15,15,11,4,Yok,Merkezi,Var,Evet,Eşyalı,675206
Konya,Ataşehir,Tripleks,3+1,159,204,0-5,2,8,3,Var,Merkezi,Var,Hayır,Yarı Eşyalı,1140759
Eskişehir,Fatih,Daire,1+1,61,76,11-15,7,12,3,Yok,Doğalgaz,Var,Evet,Eşyalı,444187
Bursa,Çatalca,Dubleks,4+1,241,277,16-20,7,17,2,Yok,Yerden Isıtma,Açık Otopark,Hayır,Eşyalı,1375745
Şanlıurfa,Beylikdüzü,Tripleks,2+1,222,261,6-10,6,15,4,Var,Doğalgaz,Yok,Evet,Yarı Eşyalı,963549
Ankara,Beşiktaş,Tripleks,1+1,193,238,0-5,13,13,3,Var,Yerden Isıtma,Kapalı Otopark,Evet,Yarı Eşyalı,2972868
Adana,Küçükçekmece,Daire,4+1,155,173,0-5,8,3,4,Yok,Doğalgaz,Açık Otopark,Hayır,Eşyasız,1431701
Samsun,Arnavutköy,Rezidans,4+2,128,161,30+,14,4,1,Var,Kombi,Yok,Evet,Yarı Eşyalı,406170
İzmir,Bağcılar,Müstakil Ev,4+2,145,171,11-15,Bahçe Katı,2,3,Yok,Soba,Açık Otopark,Hayır,Eşyasız,2445422
Kayseri,Şişli,Müstakil Ev,4+1,141,181,21-25,Bahçe Katı,1,2,Var,Doğalgaz,Yok,Hayır,Yarı Eşyalı,408266
Eskişehir,Silivri,Müstakil Ev,5+2,272,343,6-10,Bahçe Katı,3,4,Yok,Soba,Var,Hayır,Eşyasız,3250752
Kayseri,Pendik,Daire,1+0,64,75,30+,13,18,3,Yok,Kombi,Yok,Hayır,Yarı Eşyalı,202149
Konya,Beylikdüzü,Daire,5+2,276,317,16-20,11,16,4,Yok,Soba,Açık Otopark,Evet,Eşyasız,1181463
Bursa,Üsküdar,Müstakil Ev,1+1,264,295,21-25,Bahçe Katı,2,1,Yok,Kombi,Açık Otopark,Hayır,Eşyasız,1722975
Gaziantep,Çatalca,Dubleks,1+0,327,399,21-25,2,20,2,Yok,Kombi,Açık Otopark,Hayır,Eşyalı,1202232
Kayseri,Beyoğlu,Daire,5+2,235,299,16-20,14,1,5,Yok,Klima,Açık Otopark,Hayır,Yarı Eşyalı,535186
Denizli,Büyükçekmece,Dubleks,3+1,337,410,26-30,14,14,4,Var,Yerden Isıtma,Kapalı Otopark,Hayır,Eşyasız,1152194
Denizli,Kadıköy,Müstakil Ev,1+0,210,264,30+,Bahçe Katı,2,1,Var,Merkezi,Var,Evet,Eşyasız,654795
Kayseri,Pendik,Daire,5+1,238,300,6-10,6,13,2,Yok,Merkezi,Kapalı Otopark,Hayır,Eşyasız,847529
Eskişehir,Büyükçekmece,Dubleks,4+2,342,422,6-10,4,11,3,Var,Doğalgaz,Kapalı Otopark,Evet,Yarı Eşyalı,3861992
Samsun,Merkez,Rezidans,5+2,121,144,26-30,8,5,5,Var,Klima,Açık Otopark,Hayır,Yarı Eşyalı,435786
İstanbul,Çatalca,Tripleks,4+1,190,236,26-30,7,13,1,Var,Klima,Açık Otopark,Evet,Yarı Eşyalı,2071779
Eskişehir,Pendik,Müstakil Ev,2+1,284,363,21-25,Bahçe Katı,2,2,Yok,Doğalgaz,Var,Hayır,Yarı Eşyalı,2188620
Gaziantep,Bağcılar,Villa,5+2,453,577,16-20,Bahçe Katı,3,5,Yok,Kombi,Kapalı Otopark,Hayır,Eşyalı,2401226
Ankara,Avcılar,Daire,4+2,152,195,16-20,10,11,1,Yok,Kombi,Kapalı Otopark,Evet,Eşyasız,630918
Ankara,Bağcılar,Dubleks,5+2,285,317,21-25,9,5,2,Var,Klima,Var,Evet,Yarı Eşyalı,1369994
Denizli,Arnavutköy,Müstakil Ev,1+0,156,178,30+,Bahçe Katı,2,3,Var,Kombi,Açık Otopark,Evet,Eşyasız,579837
İstanbul,Beşiktaş,Rezidans,4+2,227,278,21-25,10,4,1,Var,Soba,Kapalı Otopark,Hayır,Eşyasız,1614033
Ankara,Beylikdüzü,Villa,5+2,248,285,11-15,Bahçe Katı,3,3,Var,Doğalgaz,Yok,Evet,Eşyalı,4484644
Şanlıurfa,Arnavutköy,Daire,5+1,257,331,16-20,11,14,5,Yok,Kombi,Yok,Hayır,Eşyalı,690998
Konya,Bağcılar,Rezidans,4+1,120,144,11-15,7,8,4,Yok,Kombi,Kapalı Otopark,Hayır,Eşyalı,638261
Diyarbakır,Şişli,Dubleks,5+2,184,227,0-5,8,19,2,Var,Klima,Yok,Hayır,Eşyalı,1386421
Antalya,Şişli,Dubleks,5+2,308,376,11-15,14,10,5,Var,Yerden Isıtma,Açık Otopark,Evet,Eşyasız,7552887
Samsun,Çatalca,Dubleks,3+1,337,405,26-30,9,19,3,Var,Kombi,Açık Otopark,Hayır,Eşyalı,1302673
Konya,Beylikdüzü,Dubleks,1+1,163,188,16-20,7,6,5,Yok,Soba,Açık Otopark,Hayır,Eşyalı,974745
Diyarbakır,Ataşehir,Dubleks,3+1,169,208,0-5,3,1,3,Var,Merkezi,Var,Evet,Eşyasız,1389028
İzmir,Küçükçekmece,Müstakil Ev,3+1,296,340,0-5,Bahçe Katı,1,4,Yok,Klima,Var,Hayır,Yarı Eşyalı,4603449
Adana,Merkez,Daire,3+1,123,140,0-5,11,3,1,Var,Yerden Isıtma,Kapalı Otopark,Hayır,Eşyasız,752349
Şanlıurfa,Beşiktaş,Villa,5+2,229,283,26-30,Bahçe Katı,3,1,Yok,Merkezi,Yok,Evet,Eşyasız,743561
Samsun,Fatih,Villa,1+0,294,378,26-30,Bahçe Katı,3,4,Var,Klima,Yok,Evet,Yarı Eşyalı,1569318
İstanbul,Beşiktaş,Daire,1+1,63,76,16-20,3,3,5,Var,Kombi,Kapalı Otopark,Evet,Eşyalı,902909
Gaziantep,Ataşehir,Müstakil Ev,4+2,223,247,26-30,Bahçe Katı,2,1,Yok,Kombi,Kapalı Otopark,Evet,Eşyasız,1257094
Denizli,Beylikdüzü,Rezidans,1+0,88,113,11-15,1,3,3,Var,Doğalgaz,Var,Hayır,Yarı Eşyalı,677955
Şanlıurfa,Büyükçekmece,Dubleks,1+0,188,224,21-25,13,7,3,Yok,Klima,Açık Otopark,Hayır,Eşyalı,694004
Mersin,Ataşehir,Dubleks,2+1,231,275,0-5,14,9,2,Var,Merkezi,Açık Otopark,Hayır,Eşyalı,1826000
Eskişehir,Arnavutköy,Rezidans,4+2,108,135,30+,8,11,3,Var,Yerden Isıtma,Yok,Hayır,Eşyasız,204501
Mersin,Beylikdüzü,Daire,4+2,143,167,21-25,1,3,5,Yok,Yerden Isıtma,Kapalı Otopark,Hayır,Eşyasız,324810
Konya,Arnavutköy,Tripleks,4+2,233,297,11-15,5,10,1,Yok,Merkezi,Yok,Hayır,Eşyalı,1576434
Eskişehir,Merkez,Tripleks,1+0,329,384,0-5,2,11,1,Var,Klima,Açık Otopark,Evet,Eşyasız,3007030
Konya,Çankaya,Müstakil Ev,2+1,185,205,26-30,Bahçe Katı,3,5,Var,Merkezi,Yok,Evet,Eşyasız,1246693
Ankara,Zeytinburnu,Rezidans,1+0,91,107,0-5,15,9,2,Yok,Merkezi,Açık Otopark,Evet,Yarı Eşyalı,1542634
Eskişehir,Zeytinburnu,Dubleks,4+2,338,378,0-5,6,9,1,Yok,Doğalgaz,Kapalı Otopark,Evet,Eşyalı,3423857
Ankara,Çatalca,Dubleks,5+1,343,443,26-30,12,18,1,Var,Klima,Açık Otopark,Hayır,Eşyalı,2591670
Adana,Zeytinburnu,Dubleks,1+1,285,349,16-20,8,2,4,Yok,Klima,Yok,Evet,Yarı Eşyalı,2329843
İzmir,Beylikdüzü,Villa,4+1,500,636,11-15,Bahçe Katı,1,1,Var,Doğalgaz,Kapalı Otopark,Evet,Eşyasız,12818559
